Order ID,Subject Address,Subject GLA,Subject Lot Size,Subject Bedrooms,Subject Bathrooms,Subject Property Type,Subject Stories,Effective Date,Comp Rank,Match Score,Candidate Address,Candidate GLA,Candidate Lot Size,Candidate Bedrooms,Candidate Bathrooms,Candidate Property Type,Candidate Stories,Sale Date,GLA Difference,Lot Size Difference,Bedroom Difference,Bathroom Difference,Same Property Type,Same Storey Type,Recent Sale (90 days),Recent Sale (180 days),Property Match Score,Size Similarity
4769269,N/A,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,1,76.5%,N/A,1550.0,,3.0,2.0,Detached,Bungalow,2025-04-24,150 (9.7%),nan (nan%),1.0,0.0,1,1,1,1,1.00,0.40
4769269,N/A,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,2,15.6%,N/A,1448.0,,5.0,2.5,Detached,Bungalow,2024-11-06,252 (17.4%),nan (nan%),3.0,0.5,1,1,0,1,0.70,0.28
4769269,N/A,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,3,13.9%,N/A,1744.0,,3.0,3.0,Detached,2 Storey,2024-11-30,44 (2.5%),nan (nan%),1.0,1.0,1,0,0,1,0.40,0.69
4770115,N/A,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,1,87.8%,N/A,2142.0,3300.0,4.0,4.0,Detached,2 Storey,2025-01-27,150 (7.0%),3759 (113.9%),1.0,1.0,1,0,0,1,0.40,0.40
4770115,N/A,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,2,79.9%,N/A,1975.0,3100.0,3.0,3.0,Detached,2 Storey,2025-01-21,17 (0.9%),3959 (127.7%),0.0,0.0,1,0,0,1,0.40,0.85
4770115,N/A,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,3,74.1%,N/A,1750.0,386097.0,3.0,3.0,Detached,Bungalow,2025-03-07,242 (13.8%),379038 (98.2%),0.0,0.0,1,1,1,1,1.00,0.29
4770310,N/A,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,1,91.8%,N/A,1395.0,7200.0,2.0,2.0,Detached,2 Storey,2025-01-28,847 (60.7%),720 (10.0%),1.0,0.5,1,1,0,1,0.70,0.11
4770310,N/A,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,2,44.4%,N/A,2140.0,3245.0,5.0,3.0,Detached,2 Storey,2025-02-14,102 (4.8%),3235 (99.7%),2.0,0.5,1,1,1,1,1.00,0.50
4770310,N/A,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,3,34.0%,N/A,1250.0,6632.93,3.0,2.0,Detached,2 Storey,2025-01-10,992 (79.3%),153 (2.3%),0.0,0.5,1,1,0,1,0.70,0.09
4771097,N/A,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,1,8.3%,N/A,700.0,6000.0,2.0,1.0,Detached,Bungalow,2025-01-07,58 (8.3%),nan (nan%),0.0,0.0,0,0,0,1,0.00,0.63
4771097,N/A,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,2,3.9%,N/A,900.0,6000.0,2.0,0.0,Detached,Bungalow,2025-01-07,142 (15.8%),nan (nan%),0.0,1.0,0,0,0,1,0.00,0.41
4771097,N/A,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,3,3.5%,N/A,950.0,,2.0,2.0,Condominium,,2025-01-07,192 (20.2%),nan (nan%),0.0,1.0,1,1,0,1,nan,0.34
4771029,N/A,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,1,42.1%,N/A,1923.0,4036.0,5.0,4.5,Detached,2 Storey,2025-03-11,309 (16.0%),442 (10.9%),0.0,1.5,1,1,1,1,1.00,0.24
4771029,N/A,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,2,9.5%,N/A,2207.0,588.0,6.0,3.5,Detached,2 Storey,2025-04-29,25 (1.1%),3890 (660.4%),1.0,0.5,1,1,1,1,1.00,0.80
4771029,N/A,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,3,8.5%,N/A,1796.0,506.0,4.0,3.0,Detached,Split Level,2025-02-07,436 (24.2%),3972 (783.4%),1.0,0.0,1,0,1,1,0.70,0.19
4771641,N/A,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,1,61.4%,N/A,2236.0,3369.0,5.0,3.5,Detached,2 Storey,2025-02-23,121 (5.4%),624 (18.5%),1.0,0.0,1,0,1,1,0.70,0.45
4771641,N/A,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,2,31.7%,N/A,1880.0,3368.0,3.0,2.5,Detached,2 Storey,2025-02-28,235 (12.5%),623 (18.5%),1.0,1.0,1,0,1,1,0.70,0.30
4771641,N/A,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,3,28.0%,N/A,1879.0,4186.0,3.0,2.5,Detached,2 Storey,2025-03-02,236 (12.6%),1441 (34.4%),1.0,1.0,1,0,1,1,0.70,0.30
4772017,N/A,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,1,75.6%,N/A,1189.0,3326.0,5.0,3.0,Detached,Bi-Level,2025-04-25,40 (3.4%),248 (7.4%),2.0,1.0,1,1,1,1,1.00,0.71
4772017,N/A,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,2,70.4%,N/A,1105.0,4391.0,4.0,2.0,Detached,Bungalow,2025-01-30,44 (4.0%),817 (18.6%),1.0,0.0,1,0,1,1,0.70,0.69
4772017,N/A,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,3,35.6%,N/A,1132.0,2992.0,3.0,1.5,Detached,2 Storey,2025-03-02,17 (1.5%),582 (19.4%),0.0,0.5,1,0,1,1,0.70,0.85
4772152,N/A,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,1,96.5%,N/A,1130.0,3466.0,3.0,1.5,Detached,2 Storey,2025-03-08,242 (21.4%),635 (18.3%),0.0,0.0,1,1,1,1,1.00,0.29
4772152,N/A,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,2,89.5%,N/A,1531.0,4337.0,3.0,2.5,Detached,2 Storey,2025-04-15,159 (10.4%),236 (5.4%),0.0,1.0,1,1,1,1,1.00,0.39
4772152,N/A,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,3,73.5%,N/A,1418.0,5435.0,3.0,2.0,Detached,Bungalow,2025-04-09,46 (3.2%),1334 (24.5%),0.0,0.5,1,0,1,1,0.70,0.68
4775892,N/A,1178.0,,3.0,1.5,Townhouse,2 Storey,2025-04-30,1,0.3%,N/A,1300.0,,4.0,0.0,Semi Detached,2 Storey,2025-04-27,122 (9.4%),nan (nan%),1.0,1.5,0,1,1,1,0.60,0.45
4775892,N/A,1178.0,,3.0,1.5,Townhouse,2 Storey,2025-04-30,2,0.3%,N/A,1300.0,,4.0,0.0,Semi Detached,2 Storey,2025-05-03,122 (9.4%),nan (nan%),1.0,1.5,0,1,1,1,0.60,0.45
4775892,N/A,1178.0,,3.0,1.5,Townhouse,2 Storey,2025-04-30,3,0.3%,N/A,1300.0,2449.0,4.0,0.0,Detached,2 Storey,2025-02-28,122 (9.4%),nan (nan%),1.0,1.5,0,1,1,1,0.60,0.45
4776066,N/A,2203.0,3702.816,3.0,2.5,Detached,2 Storey,2025-04-30,1,98.3%,N/A,2123.0,3756.0,3.0,2.5,Detached,2 Storey,2025-02-27,80 (3.8%),53 (1.4%),0.0,0.0,1,1,1,1,1.00,0.56
4776066,N/A,2203.0,3702.816,3.0,2.5,Detached,2 Storey,2025-04-30,2,96.3%,N/A,1989.0,4165.0,3.0,2.5,Detached,2 Storey,2025-02-24,214 (10.8%),462 (11.1%),0.0,0.0,1,1,1,1,1.00,0.32
4776066,N/A,2203.0,3702.816,3.0,2.5,Detached,2 Storey,2025-04-30,3,95.2%,N/A,2505.0,4693.0,4.0,2.5,Detached,2 Storey,2025-02-07,302 (12.1%),990 (21.1%),1.0,0.0,1,1,1,1,1.00,0.25
4773295,N/A,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,1,83.3%,N/A,1032.0,23408.0,3.0,1.0,Detached,Bungalow,2025-02-27,643 (62.2%),1628 (7.0%),1.0,0.5,1,0,1,1,0.70,0.13
4773295,N/A,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,2,10.3%,N/A,1018.0,,3.0,1.0,Detached,Bungalow,2025-01-29,657 (64.5%),nan (nan%),1.0,0.5,1,0,0,1,0.40,0.13
4773295,N/A,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,3,8.7%,N/A,2075.0,93432.0,4.0,1.0,Detached,2 Storey,2024-12-18,400 (19.3%),71652 (76.7%),2.0,0.5,1,0,0,1,0.40,0.20
4775247,N/A,1952.0,10021.284,3.0,2.5,Detached,2 Storey,2025-04-30,1,96.8%,N/A,2058.0,11325.0,3.0,2.5,Detached,2 Storey,2025-02-15,106 (5.1%),1304 (11.5%),0.0,0.0,1,1,1,1,1.00,0.49
4775247,N/A,1952.0,10021.284,3.0,2.5,Detached,2 Storey,2025-04-30,2,65.0%,N/A,1561.0,10890.0,3.0,2.5,Detached,2 Storey,2025-04-07,391 (25.0%),869 (8.0%),0.0,0.0,1,1,1,1,1.00,0.20
4775247,N/A,1952.0,10021.284,3.0,2.5,Detached,2 Storey,2025-04-30,3,62.7%,N/A,2129.0,5248.0,4.0,2.5,Detached,2 Storey,2025-04-02,177 (8.3%),4773 (90.9%),1.0,0.0,1,1,1,1,1.00,0.36
4773534,N/A,2773.0,217800.0,4.0,2.5,Detached,Split Level,2025-05-02,1,17.6%,N/A,2217.0,27756.0,3.0,2.0,Detached,1.5 Storey,2024-11-14,556 (25.1%),190044 (684.7%),1.0,0.5,1,0,0,1,0.40,0.15
4773534,N/A,2773.0,217800.0,4.0,2.5,Detached,Split Level,2025-05-02,2,4.6%,N/A,4302.0,370798.0,5.0,3.5,Detached,2 Storey,2024-11-28,1529 (35.5%),152998 (41.3%),1.0,1.0,1,0,0,1,0.40,0.06
4773534,N/A,2773.0,217800.0,4.0,2.5,Detached,Split Level,2025-05-02,3,3.8%,N/A,2800.0,,6.0,3.0,Detached,Split Level,2025-04-11,27 (1.0%),nan (nan%),2.0,0.5,1,1,1,1,1.00,0.79
4773833,N/A,2304.0,23046.0,4.0,2.0,Detached,2 Storey,2025-04-30,1,1.6%,N/A,1197.0,4998.0,5.0,2.0,Detached,Bungalow Raised,2024-11-03,1107 (92.4%),18048 (361.0%),1.0,0.0,1,0,0,1,0.40,0.08
4773833,N/A,2304.0,23046.0,4.0,2.0,Detached,2 Storey,2025-04-30,2,1.3%,N/A,2300.0,8763.0,4.0,0.0,Detached,Bungalow,2024-11-01,4 (0.2%),14283 (163.0%),0.0,2.0,1,0,0,1,0.40,0.96
4773833,N/A,2304.0,23046.0,4.0,2.0,Detached,2 Storey,2025-04-30,3,1.0%,N/A,1410.0,5292.0,4.0,0.0,Detached,Bungalow,2024-11-18,894 (63.4%),17754 (335.4%),0.0,2.0,1,0,0,1,0.40,0.10
4776648,N/A,1050.0,10014.0,4.0,2.0,Detached,1 Storey,2025-05-01,1,74.8%,N/A,1145.0,7590.0,3.0,2.0,Detached,Bungalow,2025-02-14,95 (8.3%),2424 (31.9%),1.0,0.0,1,0,1,1,0.70,0.51
4776648,N/A,1050.0,10014.0,4.0,2.0,Detached,1 Storey,2025-05-01,2,37.7%,N/A,1500.0,6000.0,2.0,2.0,Detached,Bungalow Raised,2025-02-04,450 (30.0%),4014 (66.9%),2.0,0.0,1,0,1,1,0.70,0.18
4776648,N/A,1050.0,10014.0,4.0,2.0,Detached,1 Storey,2025-05-01,3,33.9%,N/A,900.0,7590.0,2.0,2.0,Detached,Bungalow Raised,2025-03-05,150 (16.6%),2424 (31.9%),2.0,0.0,1,0,1,1,0.70,0.40
4777578,N/A,2061.0,9450.792,3.0,3.5,Detached,2 Storey,2025-05-01,1,96.0%,N/A,2342.0,7840.0,3.0,2.5,Detached,2 Storey,2025-03-28,281 (12.0%),1611 (20.5%),0.0,1.0,1,1,1,1,1.00,0.26
4777578,N/A,2061.0,9450.792,3.0,3.5,Detached,2 Storey,2025-05-01,2,85.6%,N/A,2392.0,9147.0,3.0,2.5,Detached,2 Storey,2025-02-11,331 (13.8%),304 (3.3%),0.0,1.0,1,1,1,1,1.00,0.23
4777578,N/A,2061.0,9450.792,3.0,3.5,Detached,2 Storey,2025-05-01,3,74.7%,N/A,1725.0,6969.0,3.0,2.5,Detached,2 Storey,2025-03-22,336 (19.5%),2482 (35.6%),0.0,1.0,1,1,1,1,1.00,0.23
4776534,N/A,3543.1,7524.035999999999,3.0,3.5,Detached,2 Storey,2025-05-02,1,21.4%,N/A,2314.0,8083.0,4.0,4.5,Detached,Bungalow,2025-04-28,1229 (53.1%),559 (6.9%),1.0,1.0,1,0,1,1,0.70,0.08
4776534,N/A,3543.1,7524.035999999999,3.0,3.5,Detached,2 Storey,2025-05-02,2,16.6%,N/A,3550.0,10225.0,3.0,3.0,Detached,2 Storey,2025-05-05,7 (0.2%),2701 (26.4%),0.0,0.5,1,1,1,1,1.00,0.94
4776534,N/A,3543.1,7524.035999999999,3.0,3.5,Detached,2 Storey,2025-05-02,3,9.6%,N/A,2681.0,57113.0,5.0,3.5,Detached,2 Storey,2025-05-03,862 (32.1%),49589 (86.8%),2.0,0.0,1,1,1,1,1.00,0.10
4776574,N/A,2352.0,4768.0,3.0,3.5,Detached,2 Storey,2025-05-02,1,76.2%,N/A,2123.0,4012.0,3.0,2.5,Detached,2 Storey,2025-04-12,229 (10.8%),756 (18.8%),0.0,1.0,1,1,1,1,1.00,0.30
4776574,N/A,2352.0,4768.0,3.0,3.5,Detached,2 Storey,2025-05-02,2,61.1%,N/A,2075.0,4876.0,3.0,2.5,Detached,2 Storey,2025-04-03,277 (13.3%),108 (2.2%),0.0,1.0,1,1,1,1,1.00,0.27
4776574,N/A,2352.0,4768.0,3.0,3.5,Detached,2 Storey,2025-05-02,3,45.6%,N/A,2344.0,5360.0,4.0,3.5,Detached,2 Storey,2025-02-14,8 (0.3%),592 (11.0%),1.0,0.0,1,1,1,1,1.00,0.93
4777828,N/A,2385.0,4919.0,,,,2 Storey,2025-05-01,1,85.8%,N/A,2403.0,4551.0,4.0,0.0,Detached,2 Storey,2025-02-07,18 (0.7%),368 (8.1%),,,1,1,1,1,nan,0.85
4777828,N/A,2385.0,4919.0,,,,2 Storey,2025-05-01,2,66.6%,N/A,2221.0,4600.0,4.0,0.0,Detached,2 Storey,2024-12-07,164 (7.4%),319 (6.9%),,,1,1,0,1,nan,0.38
4777828,N/A,2385.0,4919.0,,,,2 Storey,2025-05-01,3,49.4%,N/A,1832.0,4560.0,3.0,0.0,Detached,2 Storey,2024-12-27,553 (30.2%),359 (7.9%),,,1,1,0,1,nan,0.15
4778535,N/A,2002.104,6243.12,8.0,4.0,Fourplex,Bi-Level,2025-05-06,1,31.9%,N/A,2006.0,5974.0,3.0,3.5,Semi Detached,2 Storey,2025-02-28,4 (0.2%),269 (4.5%),5.0,0.5,0,0,1,1,0.30,0.96
4778535,N/A,2002.104,6243.12,8.0,4.0,Fourplex,Bi-Level,2025-05-06,2,27.6%,N/A,2475.0,6587.0,4.0,3.0,Detached,2 Storey,2025-05-06,473 (19.1%),344 (5.2%),4.0,1.0,0,0,1,1,0.30,0.17
4778535,N/A,2002.104,6243.12,8.0,4.0,Fourplex,Bi-Level,2025-05-06,3,4.1%,N/A,987.0,6501.0,3.0,2.0,Detached,Bi-Level,2025-03-07,1015 (102.7%),258 (4.0%),5.0,2.0,0,1,1,1,0.60,0.09
4778557,N/A,1290.0,5791.0,2.0,3.0,Detached,Bungalow,2025-05-06,1,12.8%,N/A,1431.0,5597.0,4.0,3.0,Detached,Bi-Level,2025-04-17,141 (9.8%),194 (3.5%),2.0,0.0,1,0,1,1,0.70,0.41
4778557,N/A,1290.0,5791.0,2.0,3.0,Detached,Bungalow,2025-05-06,2,10.5%,N/A,2879.0,5920.0,,3.5,Detached,2 Storey,2025-03-12,1589 (55.2%),129 (2.2%),,0.5,1,0,1,1,0.70,0.06
4778557,N/A,1290.0,5791.0,2.0,3.0,Detached,Bungalow,2025-05-06,3,10.4%,N/A,2075.0,6103.0,4.0,3.5,Detached,2 Storey,2025-03-28,785 (37.8%),312 (5.1%),2.0,0.5,1,0,1,1,0.70,0.11
4779669,N/A,1451.0,3625.0,3.0,1.5,Detached,2 Storey,2025-05-06,1,10.9%,N/A,1113.0,,3.0,1.5,Detached,2 Storey,2025-03-24,338 (30.3%),nan (nan%),0.0,0.0,1,1,1,1,1.00,0.23
4779669,N/A,1451.0,3625.0,3.0,1.5,Detached,2 Storey,2025-05-06,2,9.8%,N/A,1081.0,,3.0,1.5,Detached,2 Storey,2025-04-25,370 (34.2%),nan (nan%),0.0,0.0,1,1,1,1,1.00,0.21
4779669,N/A,1451.0,3625.0,3.0,1.5,Detached,2 Storey,2025-05-06,3,9.5%,N/A,1107.0,,3.0,1.5,Detached,2 Storey,2025-04-11,344 (31.0%),nan (nan%),0.0,0.0,1,1,1,1,1.00,0.23
4778791,N/A,678.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,1,3.3%,N/A,550.0,,1.0,2.0,Condominium,2 Storey,2025-02-12,128 (23.2%),nan (nan%),1.0,0.0,1,0,1,1,0.70,0.44
4778791,N/A,678.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,2,0.3%,N/A,850.0,,2.0,1.0,Condominium,,2025-03-05,172 (20.2%),nan (nan%),0.0,1.0,1,1,1,1,nan,0.37
4778791,N/A,678.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,3,0.2%,N/A,950.0,,2.0,1.0,Condominium,,2025-02-07,272 (28.6%),nan (nan%),0.0,1.0,1,1,1,1,nan,0.27
4778794,N/A,665.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,1,4.7%,N/A,550.0,,1.0,2.0,Condominium,2 Storey,2025-02-12,115 (20.9%),nan (nan%),1.0,0.0,1,0,1,1,0.70,0.47
4778794,N/A,665.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,2,0.3%,N/A,550.0,,1.0,0.0,Condominium,2 Storey,2025-02-12,115 (20.9%),nan (nan%),1.0,2.0,1,0,1,1,0.70,0.47
4778794,N/A,665.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,3,0.2%,N/A,950.0,,2.0,1.0,Condominium,,2025-02-07,285 (30.0%),nan (nan%),0.0,1.0,1,1,1,1,nan,0.26
4778797,N/A,584.0,,1.0,1.0,Condominium,1 Storey,2025-05-05,1,8.1%,N/A,550.0,,1.0,2.0,Condominium,2 Storey,2025-02-12,34 (6.2%),nan (nan%),0.0,1.0,1,0,1,1,0.70,0.75
4778797,N/A,584.0,,1.0,1.0,Condominium,1 Storey,2025-05-05,2,8.1%,N/A,550.0,,1.0,0.0,Condominium,2 Storey,2025-02-12,34 (6.2%),nan (nan%),0.0,1.0,1,0,1,1,0.70,0.75
4778797,N/A,584.0,,1.0,1.0,Condominium,1 Storey,2025-05-05,3,0.6%,N/A,850.0,,2.0,1.0,Condominium,,2025-03-05,266 (31.3%),nan (nan%),1.0,0.0,1,1,1,1,nan,0.27
4778326,N/A,1746.79,8169.875999999999,3.0,2.5,Detached,Split Level,2025-05-05,1,45.4%,N/A,1747.0,8169.0,4.0,2.5,Detached,Split Level,2025-04-25,0 (0.0%),1 (0.0%),1.0,0.0,1,1,1,1,1.00,1.00
4778326,N/A,1746.79,8169.875999999999,3.0,2.5,Detached,Split Level,2025-05-05,2,28.9%,N/A,1301.0,4068.0,2.0,2.5,Detached,2 Storey,2025-02-27,446 (34.2%),4102 (100.8%),1.0,0.0,1,0,1,1,0.70,0.18
4778326,N/A,1746.79,8169.875999999999,3.0,2.5,Detached,Split Level,2025-05-05,3,16.6%,N/A,2521.0,7588.0,6.0,3.5,Detached,2 Storey,2025-04-11,774 (30.7%),582 (7.7%),3.0,1.0,1,0,1,1,0.70,0.11
4758996,N/A,1144.0,5823.324,3.0,1.5,Detached,Split Level,2025-04-09,1,63.9%,N/A,1148.0,4413.0,3.0,1.5,Detached,Bungalow,2025-03-19,4 (0.3%),1410 (32.0%),0.0,0.0,1,0,1,1,0.70,0.96
4758996,N/A,1144.0,5823.324,3.0,1.5,Detached,Split Level,2025-04-09,2,42.8%,N/A,991.0,4437.0,3.0,2.0,Detached,Bi-Level,2025-05-08,153 (15.4%),1386 (31.2%),0.0,0.5,1,0,1,1,0.70,0.40
4758996,N/A,1144.0,5823.324,3.0,1.5,Detached,Split Level,2025-04-09,3,18.0%,N/A,1148.0,4133.0,3.0,2.0,Detached,Bungalow,2025-02-08,4 (0.3%),1690 (40.9%),0.0,0.5,1,0,1,1,0.70,0.96
4775785,N/A,2138.0,435600.0,5.0,2.0,Detached,2 Storey,2025-04-30,1,64.0%,N/A,1750.0,70400.0,3.0,2.0,Detached,2 Storey,2025-02-21,388 (22.2%),365200 (518.7%),2.0,0.0,1,1,1,1,1.00,0.20
4775785,N/A,2138.0,435600.0,5.0,2.0,Detached,2 Storey,2025-04-30,2,48.5%,N/A,1500.0,38750.0,3.0,2.0,Detached,2 Storey,2025-01-03,638 (42.5%),396850 (1024.1%),2.0,0.0,1,1,0,1,0.70,0.14
4775785,N/A,2138.0,435600.0,5.0,2.0,Detached,2 Storey,2025-04-30,3,38.7%,N/A,2523.0,212592.0,3.0,3.0,Detached,Bungalow,2024-11-01,385 (15.3%),223008 (104.9%),2.0,1.0,1,0,0,1,0.40,0.21
4775292,N/A,2250.0,435600.0,5.0,3.0,Detached,Bungalow,2025-05-02,1,97.9%,N/A,1704.0,452800.0,3.0,2.5,Detached,2 Storey,2024-11-26,546 (32.0%),17200 (3.8%),2.0,0.5,1,0,0,1,0.40,0.15
4775292,N/A,2250.0,435600.0,5.0,3.0,Detached,Bungalow,2025-05-02,2,84.1%,N/A,1863.0,582008.0,3.0,2.0,Detached,Bungalow,2024-11-24,387 (20.8%),146408 (25.2%),2.0,1.0,1,1,0,1,0.70,0.21
4775292,N/A,2250.0,435600.0,5.0,3.0,Detached,Bungalow,2025-05-02,3,42.6%,N/A,2057.0,,3.0,2.0,Detached,Bungalow,2025-04-03,193 (9.4%),nan (nan%),2.0,1.0,1,1,1,1,1.00,0.34
4723364,N/A,1254.0,609840.0,3.0,1.5,Detached,2 Storey,2025-02-13,1,56.5%,N/A,1300.0,3636.0,3.0,2.0,Detached,2 Storey,2025-02-07,46 (3.5%),606204 (16667.7%),0.0,0.5,1,1,1,1,1.00,0.68
4723364,N/A,1254.0,609840.0,3.0,1.5,Detached,2 Storey,2025-02-13,2,19.9%,N/A,1210.0,101.0,2.0,2.0,Detached,Bungalow,2025-03-07,44 (3.6%),609739 (597783.3%),1.0,0.5,1,0,1,1,0.70,0.69
4723364,N/A,1254.0,609840.0,3.0,1.5,Detached,2 Storey,2025-02-13,3,19.0%,N/A,1697.0,22200.0,3.0,1.0,Detached,Bungalow,2024-10-24,443 (26.1%),587640 (2646.9%),0.0,0.5,1,0,0,1,0.40,0.18
