Order ID,Subject GLA,Subject Lot Size,Subject Bedrooms,Subject Bathrooms,Subject Property Type,Subject Stories,Effective Date,Rank,Ranking Score,Candidate GLA,Candidate Lot Size,Candidate Bedrooms,Candidate Bathrooms,Candidate Property Type,Candidate Stories,Sale Date,GLA Difference,Lot Size Difference,Bedroom Difference,Bathroom Difference,Same Property Type,Same Storey Type,Recent Sale (90 days),Size Similarity,Property Match Score,Total Difference Score,_score
4768528,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,1,4.4053,1750.0,1960.0,3.0,3.0,Townhouse,2 Storey,2025-01-31,107 (6.1%),820,1.0,0.5,Yes,Yes,Yes,0.483,1.000,2.746,4.4053
4768528,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,2,4.3639,1656.0,2420.0,3.0,3.0,Townhouse,2 Storey,2025-02-09,13 (0.8%),360,1.0,0.5,Yes,Yes,Yes,0.885,1.000,0.814,4.3639
4768528,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,3,4.3239,1616.0,2904.0,3.0,3.0,Townhouse,2 Storey,2025-03-07,27 (1.7%),124,1.0,0.5,Yes,Yes,Yes,0.787,1.000,1.368,4.3239
4769110,1236.0,,3.0,2.0,Condominium,2 Storey,2025-04-29,1,4.1735,1135.0,,3.0,2.0,Condominium,2 Storey,2025-03-07,101 (8.9%),nan,0.0,0.0,Yes,Yes,Yes,0.498,1.000,3.559,4.1735
4769110,1236.0,,3.0,2.0,Condominium,2 Storey,2025-04-29,2,4.1197,1500.0,,4.0,2.0,Condominium,2 Storey,2025-04-15,264 (17.6%),nan,1.0,0.0,Yes,Yes,Yes,0.275,1.000,7.440,4.1197
4769110,1236.0,,3.0,2.0,Condominium,2 Storey,2025-04-29,3,3.1751,1260.0,,2.0,1.0,Condominium,2 Storey,2025-01-30,24 (1.9%),nan,1.0,1.0,Yes,Yes,Yes,0.806,1.000,1.762,3.1751
4769269,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,1,3.9989,1550.0,,3.0,2.0,Detached,Bungalow,2025-04-24,150 (9.7%),nan,1.0,0.0,Yes,Yes,Yes,0.400,1.000,4.671,3.9989
4769269,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,2,3.2622,1448.0,,5.0,2.5,Detached,Bungalow,2024-11-06,252 (17.4%),nan,3.0,0.5,Yes,Yes,No,0.284,0.700,8.661,3.2622
4769269,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,3,3.0236,2015.0,52371.0,5.0,3.0,Detached,Bungalow,2025-03-31,315 (15.6%),772,3.0,1.0,Yes,Yes,Yes,0.241,1.000,9.053,3.0236
4770115,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,1,4.0936,1750.0,386097.0,3.0,3.0,Detached,Bungalow,2025-03-07,242 (13.8%),379038,0.0,0.0,Yes,Yes,Yes,0.292,1.000,5.931,4.0936
4770115,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,2,3.6276,1626.0,6223.0,4.0,3.0,Detached,Bungalow,2025-01-22,366 (22.5%),836,1.0,0.0,Yes,Yes,No,0.215,0.700,10.404,3.6276
4770115,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,3,3.6238,1886.0,3100.0,3.0,4.0,Detached,2 Storey,2025-02-17,106 (5.6%),3959,0.0,1.0,Yes,No,Yes,0.485,0.700,2.448,3.6238
4770310,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,1,4.1403,2140.0,3245.0,5.0,3.0,Detached,2 Storey,2025-02-14,102 (4.8%),3235,2.0,0.5,Yes,Yes,Yes,0.495,1.000,2.807,4.1403
4770310,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,2,3.8792,1950.0,7200.0,4.0,2.0,Detached,2 Storey,2025-02-07,292 (15.0%),720,1.0,0.5,Yes,Yes,Yes,0.255,1.000,7.090,3.8792
4770310,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,3,1.5356,2200.0,3245.0,5.0,0.0,Detached,2 Storey,2025-02-14,42 (1.9%),3235,2.0,2.5,Yes,Yes,Yes,0.704,1.000,2.064,1.5356
4771029,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,1,4.0078,2240.0,7350.0,6.0,3.5,Detached,2 Storey,2025-05-07,8 (0.4%),2872,1.0,0.5,Yes,Yes,Yes,0.923,1.000,1.649,4.0078
4771029,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,2,3.7557,2207.0,588.0,6.0,3.5,Detached,2 Storey,2025-04-29,25 (1.1%),3890,1.0,0.5,Yes,Yes,Yes,0.802,1.000,2.147,3.7557
4771029,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,3,3.3981,1796.0,506.0,4.0,3.0,Detached,Split Level,2025-02-07,436 (24.3%),3972,1.0,0.0,Yes,No,Yes,0.187,0.700,9.903,3.3981
4771097,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,1,-1.0128,950.0,,2.0,2.0,Condominium,,2025-01-07,192 (20.2%),nan,0.0,1.0,Yes,Yes,No,0.342,nan,8.684,1.0128
4771097,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,2,-1.0128,950.0,,2.0,0.0,Condominium,,2025-01-07,192 (20.2%),nan,0.0,1.0,Yes,Yes,No,0.342,nan,8.684,1.0128
4771097,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,3,-1.4131,550.0,,1.0,1.0,Condominium,,2025-02-08,208 (37.8%),nan,1.0,0.0,Yes,Yes,Yes,0.325,nan,15.727,1.4131
4771641,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,1,4.6380,2236.0,3369.0,5.0,3.5,Detached,2 Storey,2025-02-23,121 (5.4%),624,1.0,0.0,Yes,No,Yes,0.452,0.700,2.565,4.638
4771641,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,2,4.2814,2227.0,3853.0,4.0,3.5,Detached,2 Storey,2025-03-01,112 (5.0%),1108,0.0,0.0,Yes,No,Yes,0.472,0.700,3.012,4.2814
4771641,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,3,4.2685,2192.0,5177.0,4.0,3.5,Detached,2 Storey,2025-03-28,77 (3.5%),2432,0.0,0.0,Yes,No,Yes,0.565,0.700,2.205,4.2685
4772017,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,1,4.6660,1077.0,2755.0,3.0,2.0,Detached,2 Storey,2025-02-01,72 (6.7%),819,0.0,0.0,Yes,No,Yes,0.581,0.700,3.074,4.666
4772017,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,2,4.6660,981.0,2820.0,3.0,2.0,Detached,Split Level,2025-02-05,168 (17.1%),754,0.0,0.0,Yes,No,Yes,0.373,0.700,7.250,4.666
4772017,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,3,4.6380,1105.0,4391.0,4.0,2.0,Detached,Bungalow,2025-01-30,44 (4.0%),817,1.0,0.0,Yes,No,Yes,0.694,0.700,1.793,4.638
4772152,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,1,4.2508,1418.0,5435.0,3.0,2.0,Detached,Bungalow,2025-04-09,46 (3.2%),1334,0.0,0.5,Yes,No,Yes,0.685,0.700,1.398,4.2508
4772152,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,2,4.2352,1130.0,3466.0,3.0,1.5,Detached,2 Storey,2025-03-08,242 (21.4%),635,0.0,0.0,Yes,Yes,Yes,0.292,1.000,8.766,4.2352
4772152,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,3,3.9287,1531.0,4337.0,3.0,2.5,Detached,2 Storey,2025-04-15,159 (10.4%),236,0.0,1.0,Yes,Yes,Yes,0.386,1.000,4.554,3.9287
4773295,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,1,1.3840,1750.0,14256.0,2.0,0.0,Detached,Bungalow,2025-03-01,75 (4.3%),7524,0.0,1.5,Yes,No,Yes,0.571,0.700,2.214,1.384
4773295,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,2,-0.7081,1032.0,23408.0,3.0,1.0,Detached,Bungalow,2025-02-27,643 (62.3%),1628,1.0,0.5,Yes,No,Yes,0.135,0.700,25.422,0.7081
4773295,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,3,-0.7583,,,3.0,0.0,Detached,Bungalow Raised,2025-05-05,nan (0.0%),nan,1.0,1.5,Yes,No,Yes,nan,0.700,0.700,0.7583
4773534,2773.0,217800.0,4.0,2.5,Detached,Split Level,2025-05-02,1,3.6343,2725.0,,4.0,2.5,Detached,1.5 Storey,2025-05-01,48 (1.8%),nan,0.0,0.0,Yes,No,Yes,0.676,0.700,1.905,3.6343
4773534,2773.0,217800.0,4.0,2.5,Detached,Split Level,2025-05-02,2,3.3602,2800.0,,6.0,3.0,Detached,Split Level,2025-04-11,27 (1.0%),nan,2.0,0.5,Yes,Yes,Yes,0.787,1.000,3.286,3.3602
4773534,2773.0,217800.0,4.0,2.5,Detached,Split Level,2025-05-02,3,-0.8947,,,3.0,0.0,Detached,Bungalow Raised,2025-05-05,nan (0.0%),nan,1.0,2.5,Yes,No,Yes,nan,0.700,1.300,0.8947
4773833,2304.0,23046.0,4.0,2.0,Detached,2 Storey,2025-04-30,1,-2.1347,2300.0,8763.0,4.0,0.0,Detached,Bungalow,2024-11-01,4 (0.2%),14283,0.0,2.0,Yes,No,No,0.962,0.400,0.870,2.1347
4773833,2304.0,23046.0,4.0,2.0,Detached,2 Storey,2025-04-30,2,-2.6512,1197.0,4998.0,5.0,2.0,Detached,Bungalow Raised,2024-11-03,1107 (92.5%),18048,1.0,0.0,Yes,No,No,0.083,0.400,37.192,2.6512
4773833,2304.0,23046.0,4.0,2.0,Detached,2 Storey,2025-04-30,3,-4.2949,1410.0,5292.0,4.0,0.0,Detached,Bungalow,2024-11-18,894 (63.4%),17754,0.0,2.0,Yes,No,No,0.101,0.400,25.962,4.2949
4775247,1952.0,10021.284,3.0,2.5,Detached,2 Storey,2025-04-30,1,4.7757,2058.0,11325.0,3.0,2.5,Detached,2 Storey,2025-02-15,106 (5.2%),1304,0.0,0.0,Yes,Yes,Yes,0.485,1.000,2.060,4.7757
4775247,1952.0,10021.284,3.0,2.5,Detached,2 Storey,2025-04-30,2,4.6331,1725.0,6969.0,3.0,2.5,Detached,2 Storey,2025-03-22,227 (13.2%),3052,0.0,0.0,Yes,Yes,Yes,0.306,1.000,5.864,4.6331
4775247,1952.0,10021.284,3.0,2.5,Detached,2 Storey,2025-04-30,3,4.5782,1985.0,6140.0,3.0,2.5,Detached,2 Storey,2025-03-03,33 (1.7%),3881,0.0,0.0,Yes,Yes,Yes,0.752,1.000,1.265,4.5782
4775292,2250.0,435600.0,5.0,3.0,Detached,Bungalow,2025-05-02,1,3.3497,2057.0,,3.0,2.0,Detached,Bungalow,2025-04-03,193 (9.4%),nan,2.0,1.0,Yes,Yes,Yes,0.341,1.000,4.753,3.3497
4775292,2250.0,435600.0,5.0,3.0,Detached,Bungalow,2025-05-02,2,3.1479,2113.0,16500.0,3.0,2.0,Detached,Bungalow,2024-11-27,137 (6.5%),419100,2.0,1.0,Yes,Yes,No,0.422,0.700,4.593,3.1479
4775292,2250.0,435600.0,5.0,3.0,Detached,Bungalow,2025-05-02,3,2.0742,1863.0,582008.0,3.0,2.0,Detached,Bungalow,2024-11-24,387 (20.8%),146408,2.0,1.0,Yes,Yes,No,0.205,0.700,8.909,2.0742
4775785,2138.0,435600.0,5.0,2.0,Detached,2 Storey,2025-04-30,1,3.2304,1750.0,70400.0,3.0,2.0,Detached,2 Storey,2025-02-21,388 (22.2%),365200,2.0,0.0,Yes,Yes,Yes,0.205,1.000,9.469,3.2304
4775785,2138.0,435600.0,5.0,2.0,Detached,2 Storey,2025-04-30,2,1.4506,1750.0,5200.0,3.0,3.0,Detached,2 Storey,2024-11-26,388 (22.2%),430400,2.0,1.0,Yes,Yes,No,0.205,0.700,10.869,1.4506
4775785,2138.0,435600.0,5.0,2.0,Detached,2 Storey,2025-04-30,3,1.3335,2421.0,5453660.0,4.0,0.0,Detached,2 Storey,2024-11-22,283 (11.7%),5018060,1.0,2.0,Yes,Yes,No,0.261,0.700,5.676,1.3335
4775892,1178.0,,3.0,1.5,Townhouse,2 Storey,2025-04-30,1,-4.1589,,,3.0,0.0,Detached,2 Storey,2025-03-18,nan (0.0%),nan,0.0,1.5,No,Yes,Yes,nan,0.600,0.700,4.1589
4775892,1178.0,,3.0,1.5,Townhouse,2 Storey,2025-04-30,2,-4.1589,,5350.0,4.0,0.0,Detached,2 Storey,2025-03-27,nan (0.0%),nan,1.0,1.5,No,Yes,Yes,nan,0.600,0.700,4.1589
4775892,1178.0,,3.0,1.5,Townhouse,2 Storey,2025-04-30,3,-4.1589,,,3.0,0.0,Detached,2 Storey,2025-04-01,nan (0.0%),nan,0.0,1.5,No,Yes,Yes,nan,0.600,0.300,4.1589
4776066,2203.0,3702.816,3.0,2.5,Detached,2 Storey,2025-04-30,1,4.8206,1980.0,5397.0,3.0,2.5,Detached,2 Storey,2025-02-04,223 (11.3%),1694,0.0,0.0,Yes,Yes,Yes,0.310,1.000,4.905,4.8206
4776066,2203.0,3702.816,3.0,2.5,Detached,2 Storey,2025-04-30,2,4.8077,1982.0,6684.0,4.0,2.5,Detached,2 Storey,2025-03-29,221 (11.2%),2981,1.0,0.0,Yes,Yes,Yes,0.312,1.000,4.860,4.8077
4776066,2203.0,3702.816,3.0,2.5,Detached,2 Storey,2025-04-30,3,4.7958,2505.0,4693.0,4.0,2.5,Detached,2 Storey,2025-02-07,302 (12.1%),990,1.0,0.0,Yes,Yes,Yes,0.249,1.000,5.022,4.7958
4776534,3543.1,7524.035999999999,3.0,3.5,Detached,2 Storey,2025-05-02,1,4.2178,3550.0,10225.0,3.0,3.0,Detached,2 Storey,2025-05-05,7 (0.2%),2701,0.0,0.5,Yes,Yes,Yes,0.935,1.000,0.778,4.2178
4776534,3543.1,7524.035999999999,3.0,3.5,Detached,2 Storey,2025-05-02,2,3.1773,3346.0,14908.0,6.0,4.5,Detached,2 Storey,2025-02-12,197 (5.9%),7384,3.0,1.0,Yes,Yes,Yes,0.337,1.000,4.556,3.1773
4776534,3543.1,7524.035999999999,3.0,3.5,Detached,2 Storey,2025-05-02,3,3.0331,3013.0,10290.0,5.0,3.5,Detached,2 Storey,2025-05-07,530 (17.6%),2766,2.0,0.0,Yes,Yes,Yes,0.159,1.000,9.038,3.0331
4776574,2352.0,4768.0,3.0,3.5,Detached,2 Storey,2025-05-02,1,4.8206,2374.0,3907.0,4.0,3.5,Detached,2 Storey,2025-02-20,22 (0.9%),861,1.0,0.0,Yes,Yes,Yes,0.820,1.000,0.971,4.8206
4776574,2352.0,4768.0,3.0,3.5,Detached,2 Storey,2025-05-02,2,4.6179,2474.0,4176.0,3.0,3.5,Detached,2 Storey,2025-03-31,122 (4.9%),592,0.0,0.0,Yes,Yes,Yes,0.450,1.000,2.573,4.6179
4776574,2352.0,4768.0,3.0,3.5,Detached,2 Storey,2025-05-02,3,4.6010,2145.0,5209.0,4.0,3.5,Detached,2 Storey,2025-05-06,207 (9.7%),441,1.0,0.0,Yes,Yes,Yes,0.326,1.000,4.660,4.601
4776648,1050.0,10014.0,4.0,2.0,Detached,1 Storey,2025-05-01,1,4.6532,1145.0,7590.0,3.0,2.0,Detached,Bungalow,2025-02-14,95 (8.3%),2424,1.0,0.0,Yes,No,Yes,0.513,0.700,3.719,4.6532
4776648,1050.0,10014.0,4.0,2.0,Detached,1 Storey,2025-05-01,2,4.6532,900.0,7590.0,2.0,2.0,Detached,Bungalow Raised,2025-03-05,150 (16.7%),2424,2.0,0.0,Yes,No,Yes,0.400,0.700,7.467,4.6532
4776648,1050.0,10014.0,4.0,2.0,Detached,1 Storey,2025-05-01,3,4.5830,1300.0,6900.0,3.0,2.0,Detached,Bungalow Raised,2025-02-07,250 (19.2%),3114,1.0,0.0,Yes,No,Yes,0.286,0.700,8.292,4.583
4777578,2061.0,9450.792,3.0,3.5,Detached,2 Storey,2025-05-01,1,4.4231,2306.0,12196.0,4.0,3.5,Detached,2 Storey,2025-02-11,245 (10.6%),2745,1.0,0.0,Yes,Yes,Yes,0.290,1.000,5.650,4.4231
4777578,2061.0,9450.792,3.0,3.5,Detached,2 Storey,2025-05-01,2,4.3910,2239.0,8712.0,5.0,3.5,Detached,2 Storey,2025-03-24,178 (7.9%),739,2.0,0.0,Yes,Yes,Yes,0.360,1.000,4.580,4.391
4777578,2061.0,9450.792,3.0,3.5,Detached,2 Storey,2025-05-01,3,4.3693,2334.0,7405.0,5.0,3.5,Detached,2 Storey,2025-05-02,273 (11.7%),2046,2.0,0.0,Yes,Yes,Yes,0.268,1.000,6.479,4.3693
4777828,2385.0,4919.0,,,,2 Storey,2025-05-01,1,-2.5635,2221.0,4600.0,4.0,0.0,Detached,2 Storey,2024-12-07,164 (7.4%),319,,,Yes,Yes,No,0.379,nan,nan,2.5635
4777828,2385.0,4919.0,,,,2 Storey,2025-05-01,2,-2.5635,2400.0,5550.0,4.0,3.5,Detached,2 Storey,2025-01-11,15 (0.6%),631,,,Yes,Yes,No,0.870,nan,nan,2.5635
4777828,2385.0,4919.0,,,,2 Storey,2025-05-01,3,-2.6117,2750.0,4662.0,5.0,0.0,Detached,2 Storey,2025-01-21,365 (13.3%),257,,,Yes,Yes,No,0.215,nan,nan,2.6117
4778326,1746.79,8169.875999999999,3.0,2.5,Detached,Split Level,2025-05-05,1,4.6532,1822.0,5597.0,3.0,2.5,Detached,2 Storey,2025-05-01,75 (4.1%),2573,0.0,0.0,Yes,No,Yes,0.571,0.700,2.051,4.6532
4778326,1746.79,8169.875999999999,3.0,2.5,Detached,Split Level,2025-05-05,2,4.6010,1816.0,7405.0,4.0,2.5,Detached,Split Level,2025-02-19,69 (3.8%),765,1.0,0.0,Yes,Yes,Yes,0.591,1.000,2.324,4.601
4778326,1746.79,8169.875999999999,3.0,2.5,Detached,Split Level,2025-05-05,3,4.4633,1712.0,7319.0,3.0,2.5,Detached,2 Storey,2025-05-06,35 (2.0%),851,0.0,0.0,Yes,No,Yes,0.742,0.700,1.413,4.4633
4778535,2002.104,6243.12,8.0,4.0,Fourplex,Bi-Level,2025-05-06,1,-1.7183,2271.0,3121.0,4.0,4.0,Semi Detached,3+ Storey,2025-03-16,269 (11.8%),3122,4.0,0.0,No,No,Yes,0.271,0.300,5.736,1.7183
4778535,2002.104,6243.12,8.0,4.0,Fourplex,Bi-Level,2025-05-06,2,-1.8946,1648.0,8019.0,3.0,4.0,Detached,Bungalow,2025-05-12,354 (21.5%),1776,5.0,0.0,No,No,Yes,0.220,0.300,9.995,1.8946
4778535,2002.104,6243.12,8.0,4.0,Fourplex,Bi-Level,2025-05-06,3,-1.9074,2137.0,4682.0,4.0,4.0,Detached,2 Storey,2025-02-05,135 (6.3%),1561,4.0,0.0,No,No,Yes,0.426,0.300,nan,1.9074
4778557,1290.0,5791.0,2.0,3.0,Detached,Bungalow,2025-05-06,1,4.4079,1305.0,4833.0,3.0,3.0,Detached,Bungalow,2025-04-21,15 (1.1%),958,1.0,0.0,Yes,Yes,Yes,0.870,1.000,1.860,4.4079
4778557,1290.0,5791.0,2.0,3.0,Detached,Bungalow,2025-05-06,2,4.2133,1431.0,5597.0,4.0,3.0,Detached,Bi-Level,2025-04-17,141 (9.9%),194,2.0,0.0,Yes,No,Yes,0.415,0.700,6.141,4.2133
4778557,1290.0,5791.0,2.0,3.0,Detached,Bungalow,2025-05-06,3,4.1959,1132.0,3369.0,3.0,2.5,Detached,2 Storey,2025-03-25,158 (14.0%),2422,1.0,0.5,Yes,No,Yes,0.388,0.700,6.283,4.1959
4778791,678.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,1,3.5010,550.0,,1.0,2.0,Condominium,2 Storey,2025-02-12,128 (23.3%),nan,1.0,0.0,Yes,No,Yes,0.439,0.700,9.709,3.501
4778791,678.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,2,0.1906,550.0,,1.0,0.0,Condominium,2 Storey,2025-02-12,128 (23.3%),nan,1.0,2.0,Yes,No,Yes,0.439,0.700,10.109,0.1906
4778791,678.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,3,-1.2520,850.0,,2.0,1.0,Condominium,,2025-03-05,172 (20.2%),nan,0.0,1.0,Yes,Yes,Yes,0.368,nan,8.694,1.252
4778794,665.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,1,3.4855,550.0,,1.0,2.0,Condominium,2 Storey,2025-02-12,115 (20.9%),nan,1.0,0.0,Yes,No,Yes,0.465,0.700,8.764,3.4855
4778794,665.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,2,0.2382,550.0,,1.0,0.0,Condominium,2 Storey,2025-02-12,115 (20.9%),nan,1.0,2.0,Yes,No,Yes,0.465,0.700,9.164,0.2382
4778794,665.0,,2.0,2.0,Condominium,1 Storey,2025-05-05,3,-1.2520,850.0,,2.0,1.0,Condominium,,2025-03-05,185 (21.8%),nan,0.0,1.0,Yes,Yes,Yes,0.351,nan,9.306,1.252
4778797,584.0,,1.0,1.0,Condominium,1 Storey,2025-05-05,1,3.1951,550.0,,1.0,2.0,Condominium,2 Storey,2025-02-12,34 (6.2%),nan,0.0,1.0,Yes,No,Yes,0.746,0.700,2.873,3.1951
4778797,584.0,,1.0,1.0,Condominium,1 Storey,2025-05-05,2,3.1951,550.0,,1.0,0.0,Condominium,2 Storey,2025-02-12,34 (6.2%),nan,0.0,1.0,Yes,No,Yes,0.746,0.700,2.873,3.1951
4778797,584.0,,1.0,1.0,Condominium,1 Storey,2025-05-05,3,-1.4905,850.0,,2.0,1.0,Condominium,,2025-03-05,266 (31.3%),nan,1.0,0.0,Yes,Yes,Yes,0.273,nan,13.118,1.4905
4779669,1451.0,3625.0,3.0,1.5,Detached,2 Storey,2025-05-06,1,4.4360,1315.0,5145.0,3.0,1.5,Detached,2 Storey,2025-02-11,136 (10.3%),1520,0.0,0.0,Yes,Yes,Yes,0.424,1.000,4.937,4.436
4779669,1451.0,3625.0,3.0,1.5,Detached,2 Storey,2025-05-06,2,4.4360,1302.0,5085.0,3.0,1.5,Detached,2 Storey,2025-02-21,149 (11.4%),1460,0.0,0.0,Yes,Yes,Yes,0.402,1.000,5.778,4.436
4779669,1451.0,3625.0,3.0,1.5,Detached,2 Storey,2025-05-06,3,4.4360,1685.0,5546.0,4.0,1.5,Detached,2 Storey,2025-02-25,234 (13.9%),1921,1.0,0.0,Yes,Yes,Yes,0.299,1.000,6.555,4.436
